id,name,year,glottocode,map_name_full,note
1,Baure,1700,baur1253,Fig.3,
2,Canichana,1700,cani1243,Fig.3,
3,Cayuvava,1700,cayu1262,Fig.3,
4,Itonama,1700,iton1250,Fig.3,
5,Mojo,1700,moxo1234,Fig.3,
6,Movima,1700,movi1243,Fig.3,
